,Edad (3 grupos de edad),Españoles/Extranjeros,Sexo,Año,Total,cod_prov,provincias
0,0-15 años,Españoles,Hombres,2021,27304.0,2,Albacete
1,0-15 años,Españoles,Hombres,2020,27979.0,2,Albacete
2,0-15 años,Españoles,Hombres,2019,28513.0,2,Albacete
3,0-15 años,Españoles,Mujeres,2021,25547.0,2,Albacete
4,0-15 años,Españoles,Mujeres,2020,25953.0,2,Albacete
5,0-15 años,Españoles,Mujeres,2019,26515.0,2,Albacete
6,0-15 años,Extranjeros,Hombres,2021,2452.0,2,Albacete
7,0-15 años,Extranjeros,Hombres,2020,2445.0,2,Albacete
8,0-15 años,Extranjeros,Hombres,2019,2278.0,2,Albacete
9,0-15 años,Extranjeros,Mujeres,2021,2248.0,2,Albacete
10,0-15 años,Extranjeros,Mujeres,2020,2191.0,2,Albacete
11,0-15 años,Extranjeros,Mujeres,2019,2157.0,2,Albacete
12,16-64 años,Españoles,Hombres,2021,118339.0,2,Albacete
13,16-64 años,Españoles,Hombres,2020,118606.0,2,Albacete
14,16-64 años,Españoles,Hombres,2019,119164.0,2,Albacete
15,16-64 años,Españoles,Mujeres,2021,114163.0,2,Albacete
16,16-64 años,Españoles,Mujeres,2020,114793.0,2,Albacete
17,16-64 años,Españoles,Mujeres,2019,115270.0,2,Albacete
18,16-64 años,Extranjeros,Hombres,2021,11655.0,2,Albacete
19,16-64 años,Extranjeros,Hombres,2020,11488.0,2,Albacete
20,16-64 años,Extranjeros,Hombres,2019,10695.0,2,Albacete
21,16-64 años,Extranjeros,Mujeres,2021,9637.0,2,Albacete
22,16-64 años,Extranjeros,Mujeres,2020,9436.0,2,Albacete
23,16-64 años,Extranjeros,Mujeres,2019,8781.0,2,Albacete
24,65 y más,Españoles,Hombres,2021,33108.0,2,Albacete
25,65 y más,Españoles,Hombres,2020,33242.0,2,Albacete
26,65 y más,Españoles,Hombres,2019,32971.0,2,Albacete
27,65 y más,Españoles,Mujeres,2021,41204.0,2,Albacete
28,65 y más,Españoles,Mujeres,2020,41373.0,2,Albacete
29,65 y más,Españoles,Mujeres,2019,41148.0,2,Albacete
30,65 y más,Extranjeros,Hombres,2021,347.0,2,Albacete
31,65 y más,Extranjeros,Hombres,2020,321.0,2,Albacete
32,65 y más,Extranjeros,Hombres,2019,290.0,2,Albacete
33,65 y más,Extranjeros,Mujeres,2021,460.0,2,Albacete
34,65 y más,Extranjeros,Mujeres,2020,443.0,2,Albacete
35,65 y más,Extranjeros,Mujeres,2019,385.0,2,Albacete
36,0-15 años,Españoles,Hombres,2021,121579.0,3,Alicante/Alacant
37,0-15 años,Españoles,Hombres,2020,123879.0,3,Alicante/Alacant
38,0-15 años,Españoles,Hombres,2019,125807.0,3,Alicante/Alacant
39,0-15 años,Españoles,Mujeres,2021,114198.0,3,Alicante/Alacant
40,0-15 años,Españoles,Mujeres,2020,116230.0,3,Alicante/Alacant
41,0-15 años,Españoles,Mujeres,2019,118118.0,3,Alicante/Alacant
42,0-15 años,Extranjeros,Hombres,2021,25690.0,3,Alicante/Alacant
43,0-15 años,Extranjeros,Hombres,2020,26167.0,3,Alicante/Alacant
44,0-15 años,Extranjeros,Hombres,2019,24426.0,3,Alicante/Alacant
45,0-15 años,Extranjeros,Mujeres,2021,24468.0,3,Alicante/Alacant
46,0-15 años,Extranjeros,Mujeres,2020,24953.0,3,Alicante/Alacant
47,0-15 años,Extranjeros,Mujeres,2019,23344.0,3,Alicante/Alacant
48,16-64 años,Españoles,Hombres,2021,490091.0,3,Alicante/Alacant
49,16-64 años,Españoles,Hombres,2020,488873.0,3,Alicante/Alacant
50,16-64 años,Españoles,Hombres,2019,488464.0,3,Alicante/Alacant
51,16-64 años,Españoles,Mujeres,2021,480834.0,3,Alicante/Alacant
52,16-64 años,Españoles,Mujeres,2020,480020.0,3,Alicante/Alacant
53,16-64 años,Españoles,Mujeres,2019,480081.0,3,Alicante/Alacant
54,16-64 años,Extranjeros,Hombres,2021,123928.0,3,Alicante/Alacant
55,16-64 años,Extranjeros,Hombres,2020,124773.0,3,Alicante/Alacant
56,16-64 años,Extranjeros,Hombres,2019,116977.0,3,Alicante/Alacant
57,16-64 años,Extranjeros,Mujeres,2021,122417.0,3,Alicante/Alacant
58,16-64 años,Extranjeros,Mujeres,2020,121991.0,3,Alicante/Alacant
59,16-64 años,Extranjeros,Mujeres,2019,114914.0,3,Alicante/Alacant
60,65 y más,Españoles,Hombres,2021,132094.0,3,Alicante/Alacant
61,65 y más,Españoles,Hombres,2020,129671.0,3,Alicante/Alacant
62,65 y más,Españoles,Hombres,2019,127087.0,3,Alicante/Alacant
63,65 y más,Españoles,Mujeres,2021,169543.0,3,Alicante/Alacant
64,65 y más,Españoles,Mujeres,2020,166597.0,3,Alicante/Alacant
65,65 y más,Españoles,Mujeres,2019,163672.0,3,Alicante/Alacant
66,65 y más,Extranjeros,Hombres,2021,38636.0,3,Alicante/Alacant
67,65 y más,Extranjeros,Hombres,2020,38493.0,3,Alicante/Alacant
68,65 y más,Extranjeros,Hombres,2019,38154.0,3,Alicante/Alacant
69,65 y más,Extranjeros,Mujeres,2021,38284.0,3,Alicante/Alacant
70,65 y más,Extranjeros,Mujeres,2020,38241.0,3,Alicante/Alacant
71,65 y más,Extranjeros,Mujeres,2019,37639.0,3,Alicante/Alacant
72,0-15 años,Españoles,Hombres,2021,52239.0,4,Almería
73,0-15 años,Españoles,Hombres,2020,52824.0,4,Almería
74,0-15 años,Españoles,Hombres,2019,53087.0,4,Almería
75,0-15 años,Españoles,Mujeres,2021,49554.0,4,Almería
76,0-15 años,Españoles,Mujeres,2020,50175.0,4,Almería
77,0-15 años,Españoles,Mujeres,2019,50402.0,4,Almería
78,0-15 años,Extranjeros,Hombres,2021,14310.0,4,Almería
79,0-15 años,Extranjeros,Hombres,2020,14105.0,4,Almería
80,0-15 años,Extranjeros,Hombres,2019,13280.0,4,Almería
81,0-15 años,Extranjeros,Mujeres,2021,13471.0,4,Almería
82,0-15 años,Extranjeros,Mujeres,2020,13379.0,4,Almería
83,0-15 años,Extranjeros,Mujeres,2019,12602.0,4,Almería
84,16-64 años,Españoles,Hombres,2021,190108.0,4,Almería
85,16-64 años,Españoles,Hombres,2020,189607.0,4,Almería
86,16-64 años,Españoles,Hombres,2019,189308.0,4,Almería
87,16-64 años,Españoles,Mujeres,2021,186075.0,4,Almería
88,16-64 años,Españoles,Mujeres,2020,185285.0,4,Almería
89,16-64 años,Españoles,Mujeres,2019,184805.0,4,Almería
90,16-64 años,Extranjeros,Hombres,2021,66062.0,4,Almería
91,16-64 años,Extranjeros,Hombres,2020,65918.0,4,Almería
92,16-64 años,Extranjeros,Hombres,2019,62493.0,4,Almería
93,16-64 años,Extranjeros,Mujeres,2021,48660.0,4,Almería
94,16-64 años,Extranjeros,Mujeres,2020,47971.0,4,Almería
95,16-64 años,Extranjeros,Mujeres,2019,45278.0,4,Almería
96,65 y más,Españoles,Hombres,2021,43214.0,4,Almería
97,65 y más,Españoles,Hombres,2020,42233.0,4,Almería
98,65 y más,Españoles,Hombres,2019,41168.0,4,Almería
99,65 y más,Españoles,Mujeres,2021,54245.0,4,Almería
100,65 y más,Españoles,Mujeres,2020,53226.0,4,Almería
101,65 y más,Españoles,Mujeres,2019,52142.0,4,Almería
102,65 y más,Extranjeros,Hombres,2021,7203.0,4,Almería
103,65 y más,Extranjeros,Hombres,2020,6871.0,4,Almería
104,65 y más,Extranjeros,Hombres,2019,6365.0,4,Almería
105,65 y más,Extranjeros,Mujeres,2021,6651.0,4,Almería
106,65 y más,Extranjeros,Mujeres,2020,6351.0,4,Almería
107,65 y más,Extranjeros,Mujeres,2019,5890.0,4,Almería
108,0-15 años,Españoles,Hombres,2021,23408.0,1,Araba/Álava
109,0-15 años,Españoles,Hombres,2020,23695.0,1,Araba/Álava
110,0-15 años,Españoles,Hombres,2019,23942.0,1,Araba/Álava
111,0-15 años,Españoles,Mujeres,2021,21947.0,1,Araba/Álava
112,0-15 años,Españoles,Mujeres,2020,22182.0,1,Araba/Álava
113,0-15 años,Españoles,Mujeres,2019,22401.0,1,Araba/Álava
114,0-15 años,Extranjeros,Hombres,2021,3069.0,1,Araba/Álava
115,0-15 años,Extranjeros,Hombres,2020,3252.0,1,Araba/Álava
116,0-15 años,Extranjeros,Hombres,2019,3121.0,1,Araba/Álava
117,0-15 años,Extranjeros,Mujeres,2021,2976.0,1,Araba/Álava
118,0-15 años,Extranjeros,Mujeres,2020,3097.0,1,Araba/Álava
119,0-15 años,Extranjeros,Mujeres,2019,2934.0,1,Araba/Álava
120,16-64 años,Españoles,Hombres,2021,93014.0,1,Araba/Álava
121,16-64 años,Españoles,Hombres,2020,93338.0,1,Araba/Álava
122,16-64 años,Españoles,Hombres,2019,93644.0,1,Araba/Álava
123,16-64 años,Españoles,Mujeres,2021,92248.0,1,Araba/Álava
124,16-64 años,Españoles,Mujeres,2020,92747.0,1,Araba/Álava
125,16-64 años,Españoles,Mujeres,2019,93074.0,1,Araba/Álava
126,16-64 años,Extranjeros,Hombres,2021,13012.0,1,Araba/Álava
127,16-64 años,Extranjeros,Hombres,2020,12870.0,1,Araba/Álava
128,16-64 años,Extranjeros,Hombres,2019,12095.0,1,Araba/Álava
129,16-64 años,Extranjeros,Mujeres,2021,12418.0,1,Araba/Álava
130,16-64 años,Extranjeros,Mujeres,2020,12283.0,1,Araba/Álava
131,16-64 años,Extranjeros,Mujeres,2019,11437.0,1,Araba/Álava
132,65 y más,Españoles,Hombres,2021,31393.0,1,Araba/Álava
133,65 y más,Españoles,Hombres,2020,31035.0,1,Araba/Álava
134,65 y más,Españoles,Hombres,2019,30425.0,1,Araba/Álava
135,65 y más,Españoles,Mujeres,2021,39187.0,1,Araba/Álava
136,65 y más,Españoles,Mujeres,2020,38527.0,1,Araba/Álava
137,65 y más,Españoles,Mujeres,2019,37728.0,1,Araba/Álava
138,65 y más,Extranjeros,Hombres,2021,356.0,1,Araba/Álava
139,65 y más,Extranjeros,Hombres,2020,334.0,1,Araba/Álava
140,65 y más,Extranjeros,Hombres,2019,272.0,1,Araba/Álava
141,65 y más,Extranjeros,Mujeres,2021,598.0,1,Araba/Álava
142,65 y más,Extranjeros,Mujeres,2020,580.0,1,Araba/Álava
143,65 y más,Extranjeros,Mujeres,2019,476.0,1,Araba/Álava
144,0-15 años,Españoles,Hombres,2021,56108.0,33,Asturias
145,0-15 años,Españoles,Hombres,2020,57298.0,33,Asturias
146,0-15 años,Españoles,Hombres,2019,58440.0,33,Asturias
147,0-15 años,Españoles,Mujeres,2021,52991.0,33,Asturias
148,0-15 años,Españoles,Mujeres,2020,54177.0,33,Asturias
149,0-15 años,Españoles,Mujeres,2019,55289.0,33,Asturias
150,0-15 años,Extranjeros,Hombres,2021,3079.0,33,Asturias
151,0-15 años,Extranjeros,Hombres,2020,3158.0,33,Asturias
152,0-15 años,Extranjeros,Hombres,2019,2871.0,33,Asturias
153,0-15 años,Extranjeros,Mujeres,2021,2934.0,33,Asturias
154,0-15 años,Extranjeros,Mujeres,2020,2942.0,33,Asturias
155,0-15 años,Extranjeros,Mujeres,2019,2737.0,33,Asturias
156,16-64 años,Españoles,Hombres,2021,293967.0,33,Asturias
157,16-64 años,Españoles,Hombres,2020,297245.0,33,Asturias
158,16-64 años,Españoles,Hombres,2019,301546.0,33,Asturias
159,16-64 años,Españoles,Mujeres,2021,296923.0,33,Asturias
160,16-64 años,Españoles,Mujeres,2020,300516.0,33,Asturias
161,16-64 años,Españoles,Mujeres,2019,304914.0,33,Asturias
162,16-64 años,Extranjeros,Hombres,2021,16886.0,33,Asturias
163,16-64 años,Extranjeros,Hombres,2020,16903.0,33,Asturias
164,16-64 años,Extranjeros,Hombres,2019,15609.0,33,Asturias
165,16-64 años,Extranjeros,Mujeres,2021,20065.0,33,Asturias
166,16-64 años,Extranjeros,Mujeres,2020,19978.0,33,Asturias
167,16-64 años,Extranjeros,Mujeres,2019,18401.0,33,Asturias
168,65 y más,Españoles,Hombres,2021,111584.0,33,Asturias
169,65 y más,Españoles,Hombres,2020,110476.0,33,Asturias
170,65 y más,Españoles,Hombres,2019,108815.0,33,Asturias
171,65 y más,Españoles,Mujeres,2021,154774.0,33,Asturias
172,65 y más,Españoles,Mujeres,2020,153751.0,33,Asturias
173,65 y más,Españoles,Mujeres,2019,152170.0,33,Asturias
174,65 y más,Extranjeros,Hombres,2021,1041.0,33,Asturias
175,65 y más,Extranjeros,Hombres,2020,986.0,33,Asturias
176,65 y más,Extranjeros,Hombres,2019,856.0,33,Asturias
177,65 y más,Extranjeros,Mujeres,2021,1440.0,33,Asturias
178,65 y más,Extranjeros,Mujeres,2020,1354.0,33,Asturias
179,65 y más,Extranjeros,Mujeres,2019,1152.0,33,Asturias
180,0-15 años,Españoles,Hombres,2021,9279.0,5,Ávila
181,0-15 años,Españoles,Hombres,2020,9370.0,5,Ávila
182,0-15 años,Españoles,Hombres,2019,9387.0,5,Ávila
183,0-15 años,Españoles,Mujeres,2021,8638.0,5,Ávila
184,0-15 años,Españoles,Mujeres,2020,8669.0,5,Ávila
185,0-15 años,Españoles,Mujeres,2019,8753.0,5,Ávila
186,0-15 años,Extranjeros,Hombres,2021,1132.0,5,Ávila
187,0-15 años,Extranjeros,Hombres,2020,1117.0,5,Ávila
188,0-15 años,Extranjeros,Hombres,2019,988.0,5,Ávila
189,0-15 años,Extranjeros,Mujeres,2021,1047.0,5,Ávila
190,0-15 años,Extranjeros,Mujeres,2020,1033.0,5,Ávila
191,0-15 años,Extranjeros,Mujeres,2019,914.0,5,Ávila
192,16-64 años,Españoles,Hombres,2021,46251.0,5,Ávila
193,16-64 años,Españoles,Hombres,2020,45880.0,5,Ávila
194,16-64 años,Españoles,Hombres,2019,46432.0,5,Ávila
195,16-64 años,Españoles,Mujeres,2021,42923.0,5,Ávila
196,16-64 años,Españoles,Mujeres,2020,42511.0,5,Ávila
197,16-64 años,Españoles,Mujeres,2019,42915.0,5,Ávila
198,16-64 años,Extranjeros,Hombres,2021,3792.0,5,Ávila
199,16-64 años,Extranjeros,Hombres,2020,3807.0,5,Ávila
200,16-64 años,Extranjeros,Hombres,2019,3423.0,5,Ávila
201,16-64 años,Extranjeros,Mujeres,2021,4142.0,5,Ávila
202,16-64 años,Extranjeros,Mujeres,2020,4145.0,5,Ávila
203,16-64 años,Extranjeros,Mujeres,2019,3798.0,5,Ávila
204,65 y más,Españoles,Hombres,2021,18938.0,5,Ávila
205,65 y más,Españoles,Hombres,2020,18774.0,5,Ávila
206,65 y más,Españoles,Hombres,2019,18700.0,5,Ávila
207,65 y más,Españoles,Mujeres,2021,21872.0,5,Ávila
208,65 y más,Españoles,Mujeres,2020,21988.0,5,Ávila
209,65 y más,Españoles,Mujeres,2019,22004.0,5,Ávila
210,65 y más,Extranjeros,Hombres,2021,170.0,5,Ávila
211,65 y más,Extranjeros,Hombres,2020,161.0,5,Ávila
212,65 y más,Extranjeros,Hombres,2019,141.0,5,Ávila
213,65 y más,Extranjeros,Mujeres,2021,237.0,5,Ávila
214,65 y más,Extranjeros,Mujeres,2020,209.0,5,Ávila
215,65 y más,Extranjeros,Mujeres,2019,185.0,5,Ávila
216,0-15 años,Españoles,Hombres,2021,49620.0,6,Badajoz
217,0-15 años,Españoles,Hombres,2020,50481.0,6,Badajoz
218,0-15 años,Españoles,Hombres,2019,51393.0,6,Badajoz
219,0-15 años,Españoles,Mujeres,2021,46957.0,6,Badajoz
220,0-15 años,Españoles,Mujeres,2020,47847.0,6,Badajoz
221,0-15 años,Españoles,Mujeres,2019,48708.0,6,Badajoz
222,0-15 años,Extranjeros,Hombres,2021,1803.0,6,Badajoz
223,0-15 años,Extranjeros,Hombres,2020,1779.0,6,Badajoz
224,0-15 años,Extranjeros,Hombres,2019,1655.0,6,Badajoz
225,0-15 años,Extranjeros,Mujeres,2021,1666.0,6,Badajoz
226,0-15 años,Extranjeros,Mujeres,2020,1662.0,6,Badajoz
227,0-15 años,Extranjeros,Mujeres,2019,1573.0,6,Badajoz
228,16-64 años,Españoles,Hombres,2021,213216.0,6,Badajoz
229,16-64 años,Españoles,Hombres,2020,214177.0,6,Badajoz
230,16-64 años,Españoles,Hombres,2019,215536.0,6,Badajoz
231,16-64 años,Españoles,Mujeres,2021,206848.0,6,Badajoz
232,16-64 años,Españoles,Mujeres,2020,207509.0,6,Badajoz
233,16-64 años,Españoles,Mujeres,2019,208499.0,6,Badajoz
234,16-64 años,Extranjeros,Hombres,2021,7776.0,6,Badajoz
235,16-64 años,Extranjeros,Hombres,2020,7765.0,6,Badajoz
236,16-64 años,Extranjeros,Hombres,2019,7218.0,6,Badajoz
237,16-64 años,Extranjeros,Mujeres,2021,9086.0,6,Badajoz
238,16-64 años,Extranjeros,Mujeres,2020,8925.0,6,Badajoz
239,16-64 años,Extranjeros,Mujeres,2019,8211.0,6,Badajoz
240,65 y más,Españoles,Hombres,2021,58162.0,6,Badajoz
241,65 y más,Españoles,Hombres,2020,57581.0,6,Badajoz
242,65 y más,Españoles,Hombres,2019,56934.0,6,Badajoz
243,65 y más,Españoles,Mujeres,2021,73857.0,6,Badajoz
244,65 y más,Españoles,Mujeres,2020,73512.0,6,Badajoz
245,65 y más,Españoles,Mujeres,2019,73030.0,6,Badajoz
246,65 y más,Extranjeros,Hombres,2021,448.0,6,Badajoz
247,65 y más,Extranjeros,Hombres,2020,421.0,6,Badajoz
248,65 y más,Extranjeros,Hombres,2019,376.0,6,Badajoz
249,65 y más,Extranjeros,Mujeres,2021,504.0,6,Badajoz
250,65 y más,Extranjeros,Mujeres,2020,478.0,6,Badajoz
251,65 y más,Extranjeros,Mujeres,2019,426.0,6,Badajoz
252,0-15 años,Españoles,Hombres,2021,77855.0,7,"Balears, Illes"
253,0-15 años,Españoles,Hombres,2020,79066.0,7,"Balears, Illes"
254,0-15 años,Españoles,Hombres,2019,79945.0,7,"Balears, Illes"
255,0-15 años,Españoles,Mujeres,2021,73591.0,7,"Balears, Illes"
256,0-15 años,Españoles,Mujeres,2020,74641.0,7,"Balears, Illes"
257,0-15 años,Españoles,Mujeres,2019,75355.0,7,"Balears, Illes"
258,0-15 años,Extranjeros,Hombres,2021,16174.0,7,"Balears, Illes"
259,0-15 años,Extranjeros,Hombres,2020,16175.0,7,"Balears, Illes"
260,0-15 años,Extranjeros,Hombres,2019,15163.0,7,"Balears, Illes"
261,0-15 años,Extranjeros,Mujeres,2021,15394.0,7,"Balears, Illes"
262,0-15 años,Extranjeros,Mujeres,2020,15382.0,7,"Balears, Illes"
263,0-15 años,Extranjeros,Mujeres,2019,14560.0,7,"Balears, Illes"
264,16-64 años,Españoles,Hombres,2021,319697.0,7,"Balears, Illes"
265,16-64 años,Españoles,Hombres,2020,319755.0,7,"Balears, Illes"
266,16-64 años,Españoles,Hombres,2019,317084.0,7,"Balears, Illes"
267,16-64 años,Españoles,Mujeres,2021,310502.0,7,"Balears, Illes"
268,16-64 años,Españoles,Mujeres,2020,310582.0,7,"Balears, Illes"
269,16-64 años,Españoles,Mujeres,2019,308383.0,7,"Balears, Illes"
270,16-64 años,Extranjeros,Hombres,2021,87712.0,7,"Balears, Illes"
271,16-64 años,Extranjeros,Hombres,2020,87781.0,7,"Balears, Illes"
272,16-64 años,Extranjeros,Hombres,2019,81176.0,7,"Balears, Illes"
273,16-64 años,Extranjeros,Mujeres,2021,84721.0,7,"Balears, Illes"
274,16-64 años,Extranjeros,Mujeres,2020,84937.0,7,"Balears, Illes"
275,16-64 años,Extranjeros,Mujeres,2019,79150.0,7,"Balears, Illes"
276,65 y más,Españoles,Hombres,2021,75923.0,7,"Balears, Illes"
277,65 y más,Españoles,Hombres,2020,74297.0,7,"Balears, Illes"
278,65 y más,Españoles,Hombres,2019,72522.0,7,"Balears, Illes"
279,65 y más,Españoles,Mujeres,2021,95143.0,7,"Balears, Illes"
280,65 y más,Españoles,Mujeres,2020,93167.0,7,"Balears, Illes"
281,65 y más,Españoles,Mujeres,2019,91184.0,7,"Balears, Illes"
282,65 y más,Extranjeros,Hombres,2021,7492.0,7,"Balears, Illes"
283,65 y más,Extranjeros,Hombres,2020,7224.0,7,"Balears, Illes"
284,65 y más,Extranjeros,Hombres,2019,6867.0,7,"Balears, Illes"
285,65 y más,Extranjeros,Mujeres,2021,8804.0,7,"Balears, Illes"
286,65 y más,Extranjeros,Mujeres,2020,8536.0,7,"Balears, Illes"
287,65 y más,Extranjeros,Mujeres,2019,8071.0,7,"Balears, Illes"
288,0-15 años,Españoles,Hombres,2021,390709.0,8,Barcelona
289,0-15 años,Españoles,Hombres,2020,400042.0,8,Barcelona
290,0-15 años,Españoles,Hombres,2019,406857.0,8,Barcelona
291,0-15 años,Españoles,Mujeres,2021,368763.0,8,Barcelona
292,0-15 años,Españoles,Mujeres,2020,377523.0,8,Barcelona
293,0-15 años,Españoles,Mujeres,2019,384000.0,8,Barcelona
294,0-15 años,Extranjeros,Hombres,2021,66671.0,8,Barcelona
295,0-15 años,Extranjeros,Hombres,2020,68576.0,8,Barcelona
296,0-15 años,Extranjeros,Hombres,2019,63456.0,8,Barcelona
297,0-15 años,Extranjeros,Mujeres,2021,62530.0,8,Barcelona
298,0-15 años,Extranjeros,Mujeres,2020,64219.0,8,Barcelona
299,0-15 años,Extranjeros,Mujeres,2019,59207.0,8,Barcelona
300,16-64 años,Españoles,Hombres,2021,1506091.0,8,Barcelona
301,16-64 años,Españoles,Hombres,2020,1506464.0,8,Barcelona
302,16-64 años,Españoles,Hombres,2019,1506278.0,8,Barcelona
303,16-64 años,Españoles,Mujeres,2021,1518234.0,8,Barcelona
304,16-64 años,Españoles,Mujeres,2020,1519981.0,8,Barcelona
305,16-64 años,Españoles,Mujeres,2019,1522017.0,8,Barcelona
306,16-64 años,Extranjeros,Hombres,2021,366417.0,8,Barcelona
307,16-64 años,Extranjeros,Hombres,2020,369365.0,8,Barcelona
308,16-64 años,Extranjeros,Hombres,2019,334255.0,8,Barcelona
309,16-64 años,Extranjeros,Mujeres,2021,344414.0,8,Barcelona
310,16-64 años,Extranjeros,Mujeres,2020,349893.0,8,Barcelona
311,16-64 años,Extranjeros,Mujeres,2019,319265.0,8,Barcelona
312,65 y más,Españoles,Hombres,2021,447928.0,8,Barcelona
313,65 y más,Españoles,Hombres,2020,446745.0,8,Barcelona
314,65 y más,Españoles,Hombres,2019,440376.0,8,Barcelona
315,65 y más,Españoles,Mujeres,2021,611247.0,8,Barcelona
316,65 y más,Españoles,Mujeres,2020,609089.0,8,Barcelona
317,65 y más,Españoles,Mujeres,2019,601342.0,8,Barcelona
318,65 y más,Extranjeros,Hombres,2021,13434.0,8,Barcelona
319,65 y más,Extranjeros,Hombres,2020,13124.0,8,Barcelona
320,65 y más,Extranjeros,Hombres,2019,11467.0,8,Barcelona
321,65 y más,Extranjeros,Mujeres,2021,18292.0,8,Barcelona
322,65 y más,Extranjeros,Mujeres,2020,18381.0,8,Barcelona
323,65 y más,Extranjeros,Mujeres,2019,16059.0,8,Barcelona
324,0-15 años,Españoles,Hombres,2021,73949.0,48,Bizkaia
325,0-15 años,Españoles,Hombres,2020,75820.0,48,Bizkaia
326,0-15 años,Españoles,Hombres,2019,76997.0,48,Bizkaia
327,0-15 años,Españoles,Mujeres,2021,69988.0,48,Bizkaia
328,0-15 años,Españoles,Mujeres,2020,71793.0,48,Bizkaia
329,0-15 años,Españoles,Mujeres,2019,73069.0,48,Bizkaia
330,0-15 años,Extranjeros,Hombres,2021,6874.0,48,Bizkaia
331,0-15 años,Extranjeros,Hombres,2020,6671.0,48,Bizkaia
332,0-15 años,Extranjeros,Hombres,2019,5979.0,48,Bizkaia
333,0-15 años,Extranjeros,Mujeres,2021,6277.0,48,Bizkaia
334,0-15 años,Extranjeros,Mujeres,2020,6109.0,48,Bizkaia
335,0-15 años,Extranjeros,Mujeres,2019,5643.0,48,Bizkaia
336,16-64 años,Españoles,Hombres,2021,326914.0,48,Bizkaia
337,16-64 años,Españoles,Hombres,2020,329974.0,48,Bizkaia
338,16-64 años,Españoles,Hombres,2019,331539.0,48,Bizkaia
339,16-64 años,Españoles,Mujeres,2021,327857.0,48,Bizkaia
340,16-64 años,Españoles,Mujeres,2020,330830.0,48,Bizkaia
341,16-64 años,Españoles,Mujeres,2019,332647.0,48,Bizkaia
342,16-64 años,Extranjeros,Hombres,2021,36959.0,48,Bizkaia
343,16-64 años,Extranjeros,Hombres,2020,35887.0,48,Bizkaia
344,16-64 años,Extranjeros,Hombres,2019,31962.0,48,Bizkaia
345,16-64 años,Extranjeros,Mujeres,2021,37062.0,48,Bizkaia
346,16-64 años,Extranjeros,Mujeres,2020,36621.0,48,Bizkaia
347,16-64 años,Extranjeros,Mujeres,2019,32635.0,48,Bizkaia
348,65 y más,Españoles,Hombres,2021,111756.0,48,Bizkaia
349,65 y más,Españoles,Hombres,2020,110539.0,48,Bizkaia
350,65 y más,Españoles,Hombres,2019,108966.0,48,Bizkaia
351,65 y más,Españoles,Mujeres,2021,154263.0,48,Bizkaia
352,65 y más,Españoles,Mujeres,2020,152936.0,48,Bizkaia
353,65 y más,Españoles,Mujeres,2019,151255.0,48,Bizkaia
354,65 y más,Extranjeros,Hombres,2021,964.0,48,Bizkaia
355,65 y más,Extranjeros,Hombres,2020,907.0,48,Bizkaia
356,65 y más,Extranjeros,Hombres,2019,769.0,48,Bizkaia
357,65 y más,Extranjeros,Mujeres,2021,1471.0,48,Bizkaia
358,65 y más,Extranjeros,Mujeres,2020,1356.0,48,Bizkaia
359,65 y más,Extranjeros,Mujeres,2019,1190.0,48,Bizkaia
360,0-15 años,Españoles,Hombres,2021,22330.0,9,Burgos
361,0-15 años,Españoles,Hombres,2020,22755.0,9,Burgos
362,0-15 años,Españoles,Hombres,2019,22956.0,9,Burgos
363,0-15 años,Españoles,Mujeres,2021,21016.0,9,Burgos
364,0-15 años,Españoles,Mujeres,2020,21490.0,9,Burgos
365,0-15 años,Españoles,Mujeres,2019,21713.0,9,Burgos
366,0-15 años,Extranjeros,Hombres,2021,2379.0,9,Burgos
367,0-15 años,Extranjeros,Hombres,2020,2408.0,9,Burgos
368,0-15 años,Extranjeros,Hombres,2019,2206.0,9,Burgos
369,0-15 años,Extranjeros,Mujeres,2021,2321.0,9,Burgos
370,0-15 años,Extranjeros,Mujeres,2020,2320.0,9,Burgos
371,0-15 años,Extranjeros,Mujeres,2019,2169.0,9,Burgos
372,16-64 años,Españoles,Hombres,2021,102439.0,9,Burgos
373,16-64 años,Españoles,Hombres,2020,103064.0,9,Burgos
374,16-64 años,Españoles,Hombres,2019,104176.0,9,Burgos
375,16-64 años,Españoles,Mujeres,2021,96313.0,9,Burgos
376,16-64 años,Españoles,Mujeres,2020,96836.0,9,Burgos
377,16-64 años,Españoles,Mujeres,2019,97702.0,9,Burgos
378,16-64 años,Extranjeros,Hombres,2021,11673.0,9,Burgos
379,16-64 años,Extranjeros,Hombres,2020,11427.0,9,Burgos
380,16-64 años,Extranjeros,Hombres,2019,10599.0,9,Burgos
381,16-64 años,Extranjeros,Mujeres,2021,11521.0,9,Burgos
382,16-64 años,Extranjeros,Mujeres,2020,11561.0,9,Burgos
383,16-64 años,Extranjeros,Mujeres,2019,10725.0,9,Burgos
384,65 y más,Españoles,Hombres,2021,38651.0,9,Burgos
385,65 y más,Españoles,Hombres,2020,38514.0,9,Burgos
386,65 y más,Españoles,Hombres,2019,37935.0,9,Burgos
387,65 y más,Españoles,Mujeres,2021,46428.0,9,Burgos
388,65 y más,Españoles,Mujeres,2020,46365.0,9,Burgos
389,65 y más,Españoles,Mujeres,2019,46006.0,9,Burgos
390,65 y más,Extranjeros,Hombres,2021,448.0,9,Burgos
391,65 y más,Extranjeros,Hombres,2020,410.0,9,Burgos
