,value,percentage,type,cod_ccaa,ccaa,month,year
1434,258527.761,0.7571890262786378,Eólica,14,Comunidad Foral de Navarra,7,2020
1435,225631.881,0.7512001448412872,Eólica,14,Comunidad Foral de Navarra,8,2020
1436,206404.315,0.7510271837666481,Eólica,14,Comunidad Foral de Navarra,9,2020
1437,208930.956,0.6980320700719025,Eólica,14,Comunidad Foral de Navarra,10,2020
1438,169954.878,0.7014052588408264,Eólica,14,Comunidad Foral de Navarra,11,2020
1439,246710.193,0.6982462036660119,Eólica,14,Comunidad Foral de Navarra,12,2020
1440,11659.481,0.0423438811479424,Solar fotovoltaica,14,Comunidad Foral de Navarra,1,2020
1441,20867.56,0.0914918040481154,Solar fotovoltaica,14,Comunidad Foral de Navarra,2,2020
1442,21674.25,0.0638143958888104,Solar fotovoltaica,14,Comunidad Foral de Navarra,3,2020
1443,22353.065,0.0784253290853614,Solar fotovoltaica,14,Comunidad Foral de Navarra,4,2020
1444,33521.312,0.1083959460067165,Solar fotovoltaica,14,Comunidad Foral de Navarra,5,2020
1445,30003.434,0.1178548751118953,Solar fotovoltaica,14,Comunidad Foral de Navarra,6,2020
1446,37163.681,0.108846846158699,Solar fotovoltaica,14,Comunidad Foral de Navarra,7,2020
1447,31412.836,0.1045833011208003,Solar fotovoltaica,14,Comunidad Foral de Navarra,8,2020
1448,27483.123,0.1000006829692605,Solar fotovoltaica,14,Comunidad Foral de Navarra,9,2020
1449,19866.066,0.0663719318556367,Solar fotovoltaica,14,Comunidad Foral de Navarra,10,2020
1450,13865.337,0.057222366323609,Solar fotovoltaica,14,Comunidad Foral de Navarra,11,2020
1451,10468.352,0.0296278275078788,Solar fotovoltaica,14,Comunidad Foral de Navarra,12,2020
1452,22721.898,0.082519397593055,Otras renovables,14,Comunidad Foral de Navarra,1,2020
1453,24484.669,0.1073506695718601,Otras renovables,14,Comunidad Foral de Navarra,2,2020
1454,28117.144,0.082783882186405,Otras renovables,14,Comunidad Foral de Navarra,3,2020
1455,27539.495,0.0966218260547117,Otras renovables,14,Comunidad Foral de Navarra,4,2020
1456,27627.529,0.0893375576046366,Otras renovables,14,Comunidad Foral de Navarra,5,2020
1457,27215.406,0.1069033723023013,Otras renovables,14,Comunidad Foral de Navarra,6,2020
1458,21458.786,0.0628495648343996,Otras renovables,14,Comunidad Foral de Navarra,7,2020
1459,23890.058,0.0795375855146407,Otras renovables,14,Comunidad Foral de Navarra,8,2020
1460,22662.099,0.0824588012620325,Otras renovables,14,Comunidad Foral de Navarra,9,2020
1461,24813.272,0.0829003990170665,Otras renovables,14,Comunidad Foral de Navarra,10,2020
1462,26578.143,0.1096882271918285,Otras renovables,14,Comunidad Foral de Navarra,11,2020
1463,27931.644,0.0790529331114849,Otras renovables,14,Comunidad Foral de Navarra,12,2020
1464,90894.154,0.1936078792952535,Hidráulica,14,Comunidad Foral de Navarra,1,2021
1465,87206.919,0.2147790226288592,Hidráulica,14,Comunidad Foral de Navarra,2,2021
1466,68967.438,0.1436200375582952,Hidráulica,14,Comunidad Foral de Navarra,3,2021
1467,27645.648,0.0737419684988683,Hidráulica,14,Comunidad Foral de Navarra,4,2021
1468,22567.477,0.0801484925162149,Hidráulica,14,Comunidad Foral de Navarra,5,2021
1469,25468.707,0.0924443857719669,Hidráulica,14,Comunidad Foral de Navarra,6,2021
1470,19257.172,0.0515184997690035,Hidráulica,14,Comunidad Foral de Navarra,7,2021
1471,17414.277,0.053064088024188,Hidráulica,14,Comunidad Foral de Navarra,8,2021
1472,11991.399,0.0514992236785783,Hidráulica,14,Comunidad Foral de Navarra,9,2021
1473,6889.344,0.0217253305130811,Hidráulica,14,Comunidad Foral de Navarra,10,2021
1474,23163.448,0.0523290413317309,Hidráulica,14,Comunidad Foral de Navarra,11,2021
1475,65543.093,0.2250007079429558,Hidráulica,14,Comunidad Foral de Navarra,12,2021
1476,336028.34,0.7157526796553321,Eólica,14,Comunidad Foral de Navarra,1,2021
1477,277766.054,0.6841007833059088,Eólica,14,Comunidad Foral de Navarra,2,2021
1478,366880.549,0.764003996013133,Eólica,14,Comunidad Foral de Navarra,3,2021
1479,297800.924,0.794353829454165,Eólica,14,Comunidad Foral de Navarra,4,2021
1480,200994.593,0.7138331694260807,Eólica,14,Comunidad Foral de Navarra,5,2021
1481,189011.221,0.6860586298846857,Eólica,14,Comunidad Foral de Navarra,6,2021
1482,291005.426,0.7785236052396358,Eólica,14,Comunidad Foral de Navarra,7,2021
1483,248650.644,0.7576782923854402,Eólica,14,Comunidad Foral de Navarra,8,2021
1484,167937.969,0.7212398678133514,Eólica,14,Comunidad Foral de Navarra,9,2021
1485,258895.389,0.8164184999816705,Eólica,14,Comunidad Foral de Navarra,10,2021
1486,378790.815,0.8557344404950008,Eólica,14,Comunidad Foral de Navarra,11,2021
1487,188926.226,0.6485585689248885,Eólica,14,Comunidad Foral de Navarra,12,2021
1488,14460.216,0.0308007900476337,Solar fotovoltaica,14,Comunidad Foral de Navarra,1,2021
1489,15507.532,0.0381929851958851,Solar fotovoltaica,14,Comunidad Foral de Navarra,2,2021
1490,26556.41,0.0553019325092732,Solar fotovoltaica,14,Comunidad Foral de Navarra,3,2021
1491,25282.226,0.0674377794752096,Solar fotovoltaica,14,Comunidad Foral de Navarra,4,2021
1492,32122.412,0.1140828856404628,Solar fotovoltaica,14,Comunidad Foral de Navarra,5,2021
1493,33173.439,0.1204104390654309,Solar fotovoltaica,14,Comunidad Foral de Navarra,6,2021
1494,35200.485,0.0941714691202483,Solar fotovoltaica,14,Comunidad Foral de Navarra,7,2021
1495,35552.116,0.1083329852206981,Solar fotovoltaica,14,Comunidad Foral de Navarra,8,2021
1496,24891.625,0.1069015686658656,Solar fotovoltaica,14,Comunidad Foral de Navarra,9,2021
1497,24726.665,0.0779747635785405,Solar fotovoltaica,14,Comunidad Foral de Navarra,10,2021
1498,14978.132,0.0338374186995011,Solar fotovoltaica,14,Comunidad Foral de Navarra,11,2021
1499,7721.803,0.0265079211564831,Solar fotovoltaica,14,Comunidad Foral de Navarra,12,2021
1500,28092.78,0.0598386510017807,Otras renovables,14,Comunidad Foral de Navarra,1,2021
1501,25550.391,0.0629272088693467,Otras renovables,14,Comunidad Foral de Navarra,2,2021
1502,17803.234,0.0370740339192985,Otras renovables,14,Comunidad Foral de Navarra,3,2021
1503,24168.273,0.064466422571757,Otras renovables,14,Comunidad Foral de Navarra,4,2021
1504,25886.341,0.0919354524172414,Otras renovables,14,Comunidad Foral de Navarra,5,2021
1505,27849.648,0.1010865452779165,Otras renovables,14,Comunidad Foral de Navarra,6,2021
1506,28328.314,0.0757864258711122,Otras renovables,14,Comunidad Foral de Navarra,7,2021
1507,26557.396,0.0809246343696737,Otras renovables,14,Comunidad Foral de Navarra,8,2021
1508,28025.216,0.1203593398422046,Otras renovables,14,Comunidad Foral de Navarra,9,2021
1509,26599.727,0.0838814059267078,Otras renovables,14,Comunidad Foral de Navarra,10,2021
1510,25717.564,0.0580990994737672,Otras renovables,14,Comunidad Foral de Navarra,11,2021
1511,29110.597,0.0999328019756725,Otras renovables,14,Comunidad Foral de Navarra,12,2021
1512,18320.701,0.0440800482969881,Hidráulica,15,Comunitat Valenciana,1,2019
1513,21351.778,0.0899241972240424,Hidráulica,15,Comunitat Valenciana,2,2019
1514,21804.493,0.0788415319627802,Hidráulica,15,Comunitat Valenciana,3,2019
1515,29005.118,0.0863208558425221,Hidráulica,15,Comunitat Valenciana,4,2019
1516,39473.319,0.1244289645453763,Hidráulica,15,Comunitat Valenciana,5,2019
1517,51540.401,0.1822950174883191,Hidráulica,15,Comunitat Valenciana,6,2019
1518,56336.98,0.1995759022085738,Hidráulica,15,Comunitat Valenciana,7,2019
1519,70128.962,0.2967825405998325,Hidráulica,15,Comunitat Valenciana,8,2019
1520,54697.348,0.2303240799663847,Hidráulica,15,Comunitat Valenciana,9,2019
1521,27930.567,0.1174163474692599,Hidráulica,15,Comunitat Valenciana,10,2019
1522,20487.502,0.039221980860104,Hidráulica,15,Comunitat Valenciana,11,2019
1523,28001.972,0.0947186669443442,Hidráulica,15,Comunitat Valenciana,12,2019
1524,358037.294,0.8614463612305516,Eólica,15,Comunitat Valenciana,1,2019
1525,170729.445,0.7190365263319671,Eólica,15,Comunitat Valenciana,2,2019
1526,192867.062,0.6973762074284654,Eólica,15,Comunitat Valenciana,3,2019
1527,252950.784,0.7527957018108656,Eólica,15,Comunitat Valenciana,4,2019
1528,205856.201,0.648906010048835,Eólica,15,Comunitat Valenciana,5,2019
1529,154807.127,0.5475426534570704,Eólica,15,Comunitat Valenciana,6,2019
1530,152783.902,0.5412428050739732,Eólica,15,Comunitat Valenciana,7,2019
1531,97209.063,0.4113842820954511,Eólica,15,Comunitat Valenciana,8,2019
1532,130044.86,0.5476035645065882,Eólica,15,Comunitat Valenciana,9,2019
1533,157367.931,0.6615536185432441,Eólica,15,Comunitat Valenciana,10,2019
1534,463240.942,0.8868444459817779,Eólica,15,Comunitat Valenciana,11,2019
1535,237869.7,0.8046112213258079,Eólica,15,Comunitat Valenciana,12,2019
1536,35173.584,0.0846284910985757,Solar fotovoltaica,15,Comunitat Valenciana,1,2019
1537,42619.58,0.1794947248667468,Solar fotovoltaica,15,Comunitat Valenciana,2,2019
1538,50852.62,0.183874876848598,Solar fotovoltaica,15,Comunitat Valenciana,3,2019
1539,44136.794,0.1313535711947491,Solar fotovoltaica,15,Comunitat Valenciana,4,2019
1540,57935.211,0.1826250869719847,Solar fotovoltaica,15,Comunitat Valenciana,5,2019
1541,59246.63,0.2095514439628433,Solar fotovoltaica,15,Comunitat Valenciana,6,2019
1542,56759.575,0.2010729611278455,Solar fotovoltaica,15,Comunitat Valenciana,7,2019
1543,53498.639,0.2264037788132852,Solar fotovoltaica,15,Comunitat Valenciana,8,2019
1544,42037.245,0.1770138797030252,Solar fotovoltaica,15,Comunitat Valenciana,9,2019
1545,41396.32,0.17402456216047,Solar fotovoltaica,15,Comunitat Valenciana,10,2019
1546,32449.509,0.0621224598742088,Solar fotovoltaica,15,Comunitat Valenciana,11,2019
1547,24855.435,0.0840752811809752,Solar fotovoltaica,15,Comunitat Valenciana,12,2019
1548,1424.297,0.0034268929201592,Solar térmica,15,Comunitat Valenciana,1,2019
1549,8108.496,0.0293190145055918,Solar térmica,15,Comunitat Valenciana,3,2019
1550,7317.13,0.0217761887371392,Solar térmica,15,Comunitat Valenciana,4,2019
1551,11669.313,0.0367843538453378,Solar térmica,15,Comunitat Valenciana,5,2019
1552,14287.839,0.0505351493166552,Solar térmica,15,Comunitat Valenciana,6,2019
1553,13452.321,0.0476553606596296,Solar térmica,15,Comunitat Valenciana,7,2019
1554,11997.065,0.0507710271034858,Solar térmica,15,Comunitat Valenciana,8,2019
1555,7310.304,0.0307828277720993,Solar térmica,15,Comunitat Valenciana,9,2019
1556,7506.202,0.0315550637481313,Solar térmica,15,Comunitat Valenciana,10,2019
1557,2967.638,0.0056813486014897,Solar térmica,15,Comunitat Valenciana,11,2019
1558,1742.018,0.0058925000979592,Solar térmica,15,Comunitat Valenciana,12,2019
1559,2667.557,0.0064182064537251,Otras renovables,15,Comunitat Valenciana,1,2019
1560,2741.161,0.0115445515772435,Otras renovables,15,Comunitat Valenciana,2,2019
1561,2928.33,0.0105883692545645,Otras renovables,15,Comunitat Valenciana,3,2019
1562,2605.355,0.0077536824147239,Otras renovables,15,Comunitat Valenciana,4,2019
1563,2301.731,0.0072555845884657,Otras renovables,15,Comunitat Valenciana,5,2019
1564,2848.72,0.0100757357751121,Otras renovables,15,Comunitat Valenciana,6,2019
1565,2950.701,0.0104529709299778,Otras renovables,15,Comunitat Valenciana,7,2019
1566,3463.736,0.0146583713879452,Otras renovables,15,Comunitat Valenciana,8,2019
1567,3390.18,0.0142756480519025,Otras renovables,15,Comunitat Valenciana,9,2019
1568,3675.286,0.0154504080788945,Otras renovables,15,Comunitat Valenciana,10,2019
1569,3201.867,0.0061297646824194,Otras renovables,15,Comunitat Valenciana,11,2019
1570,3163.963,0.0107023304509135,Otras renovables,15,Comunitat Valenciana,12,2019
1571,32249.567,0.1258193028979414,Hidráulica,15,Comunitat Valenciana,1,2020
1572,30693.045,0.115076809186497,Hidráulica,15,Comunitat Valenciana,2,2020
1573,28723.772,0.0867353030272573,Hidráulica,15,Comunitat Valenciana,3,2020
1574,50159.251,0.2337941973939994,Hidráulica,15,Comunitat Valenciana,4,2020
1575,53933.744,0.2087807926178564,Hidráulica,15,Comunitat Valenciana,5,2020
1576,34910.409,0.1404123210380264,Hidráulica,15,Comunitat Valenciana,6,2020
1577,35077.365,0.1696883557285737,Hidráulica,15,Comunitat Valenciana,7,2020
1578,45058.178,0.1877190725061324,Hidráulica,15,Comunitat Valenciana,8,2020
1579,43023.312,0.1638481870173249,Hidráulica,15,Comunitat Valenciana,9,2020
1580,35404.865,0.0990753737647768,Hidráulica,15,Comunitat Valenciana,10,2020
1581,14245.26,0.0839658671098804,Hidráulica,15,Comunitat Valenciana,11,2020
1582,29379.811,0.0626242226483889,Hidráulica,15,Comunitat Valenciana,12,2020
1583,191255.545,0.7461693779412876,Eólica,15,Comunitat Valenciana,1,2020
1584,186908.104,0.7007707517914219,Eólica,15,Comunitat Valenciana,2,2020
1585,260829.255,0.787609108956817,Eólica,15,Comunitat Valenciana,3,2020
1586,114045.472,0.5315703297216268,Eólica,15,Comunitat Valenciana,4,2020
1587,134346.826,0.5200647078751522,Eólica,15,Comunitat Valenciana,5,2020
1588,141292.798,0.5682903833391645,Eólica,15,Comunitat Valenciana,6,2020
1589,97427.705,0.4713109740101213,Eólica,15,Comunitat Valenciana,7,2020
1590,122532.097,0.5104869442584086,Eólica,15,Comunitat Valenciana,8,2020
1591,158757.129,0.6046040286885763,Eólica,15,Comunitat Valenciana,9,2020
1592,264867.847,0.7411942098860346,Eólica,15,Comunitat Valenciana,10,2020
1593,121275.995,0.714837362026985,Eólica,15,Comunitat Valenciana,11,2020
1594,404282.483,0.8617440128609238,Eólica,15,Comunitat Valenciana,12,2020
1595,28692.071,0.1119399950987944,Solar fotovoltaica,15,Comunitat Valenciana,1,2020
1596,40798.74,0.1529658858555579,Solar fotovoltaica,15,Comunitat Valenciana,2,2020
1597,34885.5,0.1053414716478527,Solar fotovoltaica,15,Comunitat Valenciana,3,2020
1598,43056.615,0.200688537921498,Solar fotovoltaica,15,Comunitat Valenciana,4,2020
1599,56420.617,0.2184076287611056,Solar fotovoltaica,15,Comunitat Valenciana,5,2020
1600,56715.134,0.22811258392655,Solar fotovoltaica,15,Comunitat Valenciana,6,2020
1601,57838.866,0.2797981566957868,Solar fotovoltaica,15,Comunitat Valenciana,7,2020
1602,56240.074,0.2343045146866847,Solar fotovoltaica,15,Comunitat Valenciana,8,2020
1603,48248.469,0.1837474570068339,Solar fotovoltaica,15,Comunitat Valenciana,9,2020
1604,45414.512,0.1270859174507498,Solar fotovoltaica,15,Comunitat Valenciana,10,2020
1605,28534.459,0.1681907239633627,Solar fotovoltaica,15,Comunitat Valenciana,11,2020
1606,30502.682,0.065017666347173,Solar fotovoltaica,15,Comunitat Valenciana,12,2020
1607,1315.325,0.0051316433049856,Solar térmica,15,Comunitat Valenciana,1,2020
1608,5645.095,0.0211650398373523,Solar térmica,15,Comunitat Valenciana,2,2020
1609,3725.853,0.0112507155741946,Solar térmica,15,Comunitat Valenciana,3,2020
1610,4212.705,0.0196355799717322,Solar térmica,15,Comunitat Valenciana,4,2020
1611,10581.928,0.0409632847900395,Solar térmica,15,Comunitat Valenciana,5,2020
1612,12767.689,0.0513526165442999,Solar térmica,15,Comunitat Valenciana,6,2020
1613,12911.193,0.0624584859970032,Solar térmica,15,Comunitat Valenciana,7,2020
1614,12674.283,0.0528029484334728,Solar térmica,15,Comunitat Valenciana,8,2020
1615,9224.035,0.0351284301806971,Solar térmica,15,Comunitat Valenciana,9,2020
1616,8479.22,0.0237278659510146,Solar térmica,15,Comunitat Valenciana,10,2020
1617,2856.928,0.0168395969459663,Solar térmica,15,Comunitat Valenciana,11,2020
1618,2162.347,0.0046091276751601,Solar térmica,15,Comunitat Valenciana,12,2020
1619,2804.021,0.0109396807569908,Otras renovables,15,Comunitat Valenciana,1,2020
1620,2672.917,0.0100215133291709,Otras renovables,15,Comunitat Valenciana,2,2020
1621,3001.489,0.0090634007938783,Otras renovables,15,Comunitat Valenciana,3,2020
1622,3070.422,0.0143113549911436,Otras renovables,15,Comunitat Valenciana,4,2020
1623,3044.02,0.0117835859558462,Otras renovables,15,Comunitat Valenciana,5,2020
1624,2941.788,0.0118320951519592,Otras renovables,15,Comunitat Valenciana,6,2020
1625,3461.265,0.0167440275685149,Otras renovables,15,Comunitat Valenciana,7,2020
1626,3525.203,0.0146865201153015,Otras renovables,15,Comunitat Valenciana,8,2020
1627,3327.391,0.0126718971065678,Otras renovables,15,Comunitat Valenciana,9,2020
1628,3186.384,0.0089166329474241,Otras renovables,15,Comunitat Valenciana,10,2020
1629,2742.725,0.0161664499538054,Otras renovables,15,Comunitat Valenciana,11,2020
1630,2817.199,0.0060049704683538,Otras renovables,15,Comunitat Valenciana,12,2020
1631,24136.491,0.055331107359139,Hidráulica,15,Comunitat Valenciana,1,2021
1632,42168.572,0.1437693128155314,Hidráulica,15,Comunitat Valenciana,2,2021
1633,57353.784,0.1903638279882381,Hidráulica,15,Comunitat Valenciana,3,2021
1634,55178.804,0.2390538009084994,Hidráulica,15,Comunitat Valenciana,4,2021
1635,50876.323,0.1739461431135712,Hidráulica,15,Comunitat Valenciana,5,2021
1636,37953.239,0.1797625612638441,Hidráulica,15,Comunitat Valenciana,6,2021
1637,35459.233,0.1560283487904991,Hidráulica,15,Comunitat Valenciana,7,2021
1638,40319.814,0.1883252280714508,Hidráulica,15,Comunitat Valenciana,8,2021
1639,35589.356,0.1864466409107197,Hidráulica,15,Comunitat Valenciana,9,2021
1640,28930.73,0.1545177981452104,Hidráulica,15,Comunitat Valenciana,10,2021
1641,23869.564,0.0636382931065144,Hidráulica,15,Comunitat Valenciana,11,2021
1642,27798.868,0.0675734199425848,Hidráulica,15,Comunitat Valenciana,12,2021
1643,377426.174,0.8652213842411102,Eólica,15,Comunitat Valenciana,1,2021
1644,215209.702,0.733734852766067,Eólica,15,Comunitat Valenciana,2,2021
1645,192870.853,0.6401606192964839,Eólica,15,Comunitat Valenciana,3,2021
1646,129155.918,0.5595484292795924,Eólica,15,Comunitat Valenciana,4,2021
1647,172897.027,0.5911349175618096,Eólica,15,Comunitat Valenciana,5,2021
1648,106706.223,0.5054057164731293,Eólica,15,Comunitat Valenciana,6,2021
1649,116428.0,0.5123085598884847,Eólica,15,Comunitat Valenciana,7,2021
1650,108016.688,0.5045228483227314,Eólica,15,Comunitat Valenciana,8,2021
1651,95312.284,0.4993250001300539,Eólica,15,Comunitat Valenciana,9,2021
1652,107799.05,0.5757501400118645,Eólica,15,Comunitat Valenciana,10,2021
1653,310544.713,0.8279386866292325,Eólica,15,Comunitat Valenciana,11,2021
1654,347777.406,0.8453764628898136,Eólica,15,Comunitat Valenciana,12,2021
1655,30330.378,0.0695301318390179,Solar fotovoltaica,15,Comunitat Valenciana,1,2021
1656,30658.992,0.104528609872226,Solar fotovoltaica,15,Comunitat Valenciana,2,2021
1657,43083.276,0.1429983650535383,Solar fotovoltaica,15,Comunitat Valenciana,3,2021
1658,38759.429,0.1679193485870611,Solar fotovoltaica,15,Comunitat Valenciana,4,2021
1659,54726.513,0.1871099423282755,Solar fotovoltaica,15,Comunitat Valenciana,5,2021
1660,52423.209,0.248298447452925,Solar fotovoltaica,15,Comunitat Valenciana,6,2021
1661,57899.889,0.2547721231258212,Solar fotovoltaica,15,Comunitat Valenciana,7,2021
1662,53082.407,0.247936570462765,Solar fotovoltaica,15,Comunitat Valenciana,8,2021
1663,49131.451,0.2573913953941628,Solar fotovoltaica,15,Comunitat Valenciana,9,2021
1664,43722.699,0.2335210752872739,Solar fotovoltaica,15,Comunitat Valenciana,10,2021
1665,34275.544,0.0913815231588324,Solar fotovoltaica,15,Comunitat Valenciana,11,2021
1666,30749.789,0.0747465114494185,Solar fotovoltaica,15,Comunitat Valenciana,12,2021
1667,1286.261,0.0029486575112709,Solar térmica,15,Comunitat Valenciana,1,2021
1668,2365.916,0.0080663418599821,Solar térmica,15,Comunitat Valenciana,2,2021
1669,4544.027,0.0150821500147559,Solar térmica,15,Comunitat Valenciana,3,2021
1670,4235.468,0.0183495228353684,Solar térmica,15,Comunitat Valenciana,4,2021
1671,10617.201,0.036300209128941,Solar térmica,15,Comunitat Valenciana,5,2021
1672,10716.084,0.0507558974494508,Solar térmica,15,Comunitat Valenciana,6,2021
1673,14086.011,0.0619815165594475,Solar térmica,15,Comunitat Valenciana,7,2021
1674,9407.691,0.0439413126558752,Solar térmica,15,Comunitat Valenciana,8,2021
1675,7419.033,0.038867064120401,Solar térmica,15,Comunitat Valenciana,9,2021
1676,3381.809,0.0180620979984831,Solar térmica,15,Comunitat Valenciana,10,2021
1677,3478.634,0.0092743348853077,Solar térmica,15,Comunitat Valenciana,11,2021
1678,2324.858,0.0056512591066973,Solar térmica,15,Comunitat Valenciana,12,2021
1679,3039.889,0.0069687190494619,Otras renovables,15,Comunitat Valenciana,1,2021
1680,2904.0,0.0099008826861934,Otras renovables,15,Comunitat Valenciana,2,2021
1681,3433.155,0.0113950376469834,Otras renovables,15,Comunitat Valenciana,3,2021
1682,3492.078,0.0151288983894785,Otras renovables,15,Comunitat Valenciana,4,2021
1683,3366.127,0.0115087878674026,Otras renovables,15,Comunitat Valenciana,5,2021
1684,3331.075,0.0157773773606505,Otras renovables,15,Comunitat Valenciana,6,2021
1685,3388.344,0.0149094516357473,Otras renovables,15,Comunitat Valenciana,7,2021
1686,3270.122,0.0152740404871775,Otras renovables,15,Comunitat Valenciana,8,2021
1687,3430.135,0.0179698994446623,Otras renovables,15,Comunitat Valenciana,9,2021
1688,3398.059,0.0181488885571679,Otras renovables,15,Comunitat Valenciana,10,2021
1689,2913.321,0.0077671622201127,Otras renovables,15,Comunitat Valenciana,11,2021
1690,2736.693,0.0066523466114854,Otras renovables,15,Comunitat Valenciana,12,2021
1691,174997.102,0.5386224002909324,Hidráulica,16,Extremadura,1,2019
1692,36585.947,0.1609050501292568,Hidráulica,16,Extremadura,2,2019
1693,25196.269,0.0710032847235333,Hidráulica,16,Extremadura,3,2019
1694,49937.19,0.1592023070547637,Hidráulica,16,Extremadura,4,2019
1695,53161.452,0.1047224684246004,Hidráulica,16,Extremadura,5,2019
1696,203767.828,0.3119353720334336,Hidráulica,16,Extremadura,6,2019
1697,175945.018,0.2774419995019337,Hidráulica,16,Extremadura,7,2019
1698,84395.919,0.1544639863098171,Hidráulica,16,Extremadura,8,2019
1699,96129.746,0.2234664062445098,Hidráulica,16,Extremadura,9,2019
1700,7416.62,0.0292791103431733,Hidráulica,16,Extremadura,10,2019
1701,92410.186,0.4379087055776904,Hidráulica,16,Extremadura,11,2019
1702,95889.692,0.4758119175394507,Hidráulica,16,Extremadura,12,2019
1703,5127.092,0.014448185684942,Eólica,16,Extremadura,3,2019
1704,9727.366,0.0310113386188944,Eólica,16,Extremadura,4,2019
1705,10264.392,0.0202197725358916,Eólica,16,Extremadura,5,2019
1706,6261.247,0.0095849498495818,Eólica,16,Extremadura,6,2019
1707,8005.463,0.0126235552839509,Eólica,16,Extremadura,7,2019
1708,7629.839,0.0139643641636523,Eólica,16,Extremadura,8,2019
1709,9416.964,0.021890987861488,Eólica,16,Extremadura,9,2019
1710,8888.306,0.0350889882639112,Eólica,16,Extremadura,10,2019
1711,14256.5,0.0675579796048494,Eólica,16,Extremadura,11,2019
1712,11793.535,0.0585204142997834,Eólica,16,Extremadura,12,2019
1713,68011.337,0.2093316355715165,Solar fotovoltaica,16,Extremadura,1,2019
1714,80486.313,0.3539789260609833,Solar fotovoltaica,16,Extremadura,2,2019
1715,109254.069,0.3078788279491521,Solar fotovoltaica,16,Extremadura,3,2019
1716,92800.505,0.2958527400489922,Solar fotovoltaica,16,Extremadura,4,2019
1717,126386.095,0.2489673126863812,Solar fotovoltaica,16,Extremadura,5,2019
1718,128443.345,0.1966258511024304,Solar fotovoltaica,16,Extremadura,6,2019
1719,127788.291,0.2015052166352045,Solar fotovoltaica,16,Extremadura,7,2019
1720,125152.418,0.2290577744712101,Solar fotovoltaica,16,Extremadura,8,2019
1721,106563.576,0.247721234645556,Solar fotovoltaica,16,Extremadura,9,2019
1722,97134.967,0.3834665139879757,Solar fotovoltaica,16,Extremadura,10,2019
1723,63349.505,0.3001974234045739,Solar fotovoltaica,16,Extremadura,11,2019
1724,68871.596,0.3417460779492582,Solar fotovoltaica,16,Extremadura,12,2019
1725,58709.926,0.1807028853713418,Solar térmica,16,Extremadura,1,2019
1726,91393.129,0.4019471192918591,Solar térmica,16,Extremadura,2,2019
1727,197206.253,0.5557287759953725,Solar térmica,16,Extremadura,3,2019
1728,146431.171,0.4668300368509043,Solar térmica,16,Extremadura,4,2019
1729,292671.704,0.5765324709512072,Solar térmica,16,Extremadura,5,2019
1730,296247.241,0.4535062980364754,Solar térmica,16,Extremadura,6,2019
1731,297331.54,0.4688524739733704,Solar térmica,16,Extremadura,7,2019
1732,305339.174,0.5588410737323316,Solar térmica,16,Extremadura,8,2019
1733,199188.369,0.463039910519844,Solar térmica,16,Extremadura,9,2019
1734,114759.96,0.453045933567873,Solar térmica,16,Extremadura,10,2019
1735,20567.529,0.0974643639535755,Solar térmica,16,Extremadura,11,2019
1736,23489.566,0.1165570063634106,Solar térmica,16,Extremadura,12,2019
1737,23179.192,0.0713430787662093,Otras renovables,16,Extremadura,1,2019
1738,18910.613,0.0831689045179007,Otras renovables,16,Extremadura,2,2019
1739,18076.928,0.050940925647,Otras renovables,16,Extremadura,3,2019
1740,14775.039,0.0471035774264452,Otras renovables,16,Extremadura,4,2019
1741,25157.676,0.0495579754019195,Otras renovables,16,Extremadura,5,2019
1742,18517.664,0.0283475289780785,Otras renovables,16,Extremadura,6,2019
1743,25098.337,0.0395767546055402,Otras renovables,16,Extremadura,7,2019
1744,23861.913,0.0436728013229887,Otras renovables,16,Extremadura,8,2019
1745,18876.724,0.043881460728602,Otras renovables,16,Extremadura,9,2019
1746,25107.707,0.0991194538370666,Otras renovables,16,Extremadura,10,2019
1747,20442.425,0.0968715274593107,Otras renovables,16,Extremadura,11,2019
1748,1484.174,0.007364583848097,Otras renovables,16,Extremadura,12,2019
1749,90353.729,0.4032418008504191,Hidráulica,16,Extremadura,1,2020
1750,60864.594,0.2068467678234369,Hidráulica,16,Extremadura,2,2020
1751,44749.996,0.1364473089932493,Hidráulica,16,Extremadura,3,2020
1752,67563.233,0.2073492855276114,Hidráulica,16,Extremadura,4,2020
1753,77545.154,0.1354314599962502,Hidráulica,16,Extremadura,5,2020
1754,159563.077,0.2069185546745346,Hidráulica,16,Extremadura,6,2020
1755,228071.039,0.2521821510046108,Hidráulica,16,Extremadura,7,2020
1756,177582.114,0.2131106737086005,Hidráulica,16,Extremadura,8,2020
1757,108363.01,0.191155165253125,Hidráulica,16,Extremadura,9,2020
1758,74508.786,0.1632706722889579,Hidráulica,16,Extremadura,10,2020
1759,195736.08,0.5113581211940771,Hidráulica,16,Extremadura,11,2020
1760,185891.969,0.5225422079004678,Hidráulica,16,Extremadura,12,2020
1761,8964.814,0.0400092810961797,Eólica,16,Extremadura,1,2020
1762,7850.162,0.0266785750117772,Eólica,16,Extremadura,2,2020
1763,14959.167,0.0456120282542733,Eólica,16,Extremadura,3,2020
1764,7642.679,0.0234551243302238,Eólica,16,Extremadura,4,2020
1765,8452.054,0.0147613868068035,Eólica,16,Extremadura,5,2020
1766,7984.295,0.010353891467605,Eólica,16,Extremadura,6,2020
